number_people,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour
44,1,0,0,63.73,0,0,8,20
44,1,0,0,63.73,0,0,8,20
43,1,0,0,63.73,0,0,8,20
35,1,0,0,63.73,0,0,8,21
38,1,0,0,63.73,0,0,8,21
44,1,0,0,63.73,0,0,8,21
40,1,0,0,63.73,0,0,8,21
54,1,0,0,63.73,0,0,8,21
41,1,0,0,63.2,0,0,8,22
45,1,0,0,63.2,0,0,8,22
37,1,0,0,63.2,0,0,8,22
40,1,0,0,63.2,0,0,8,22
36,1,0,0,63.2,0,0,8,22
41,1,0,0,63,0,0,8,23
32,1,0,0,63,0,0,8,23
29,1,0,0,63,0,0,8,23
27,1,0,0,63,0,0,8,23
27,1,0,0,63,0,0,8,23
23,2,0,0,63,0,0,8,0
14,2,0,0,63,0,0,8,0
15,2,0,0,63,0,0,8,0
12,2,0,0,63,0,0,8,0
7,2,0,0,63,0,0,8,0
6,2,0,0,62.73,0,0,8,1
2,2,0,0,63,0,0,8,5
4,2,0,0,63,0,0,8,5
6,2,0,0,63,0,0,8,5
5,2,0,0,63,0,0,8,5
10,2,0,0,63,0,0,8,6
10,2,0,0,63,0,0,8,6
12,2,0,0,63,0,0,8,6
9,2,0,0,63,0,0,8,6
12,2,0,0,63,0,0,8,6
21,2,0,0,63.01,0,0,8,7
23,2,0,0,63.01,0,0,8,7
21,2,0,0,63.01,0,0,8,7
15,2,0,0,63.01,0,0,8,7
26,2,0,0,63.01,0,0,8,7
31,2,0,0,62.96,0,0,8,8
37,2,0,0,62.96,0,0,8,8
31,2,0,0,62.96,0,0,8,8
24,2,0,0,62.96,0,0,8,8
32,2,0,0,62.96,0,0,8,8
36,2,0,0,63,0,0,8,9
24,2,0,0,63,0,0,8,9
27,2,0,0,63,0,0,8,9
21,2,0,0,63,0,0,8,9
26,2,0,0,63,0,0,8,9
29,2,0,0,63.2,0,0,8,10
31,2,0,0,63.2,0,0,8,10
34,2,0,0,63.2,0,0,8,10
35,2,0,0,63.2,0,0,8,10
42,2,0,0,63.2,0,0,8,10
34,2,0,0,63.93,0,0,8,11
35,2,0,0,63.93,0,0,8,11
43,2,0,0,63.93,0,0,8,11
38,2,0,0,63.93,0,0,8,11
31,2,0,0,63.93,0,0,8,11
45,2,0,0,64.66,0,0,8,12
39,2,0,0,64.66,0,0,8,12
33,2,0,0,64.66,0,0,8,12
30,2,0,0,64.66,0,0,8,12
32,2,0,0,64.66,0,0,8,12
38,2,0,0,65.95,0,0,8,13
29,2,0,0,65.95,0,0,8,13
32,2,0,0,65.95,0,0,8,13
39,2,0,0,65.95,0,0,8,13
25,2,0,0,65.95,0,0,8,13
20,2,0,0,66.15,0,0,8,14
35,2,0,0,66.15,0,0,8,14
30,2,0,0,66.15,0,0,8,14
28,2,0,0,66.15,0,0,8,14
32,2,0,0,66.15,0,0,8,14
29,2,0,0,66.87,0,0,8,15
30,2,0,0,66.87,0,0,8,15
40,2,0,0,66.87,0,0,8,15
39,2,0,0,66.87,0,0,8,15
46,2,0,0,66.87,0,0,8,15
35,2,0,0,66.66,0,0,8,16
40,2,0,0,66.66,0,0,8,16
47,2,0,0,66.66,0,0,8,16
50,2,0,0,66.66,0,0,8,16
60,2,0,0,66.66,0,0,8,16
66,2,0,0,66.45,0,0,8,17
61,2,0,0,66.45,0,0,8,17
70,2,0,0,66.45,0,0,8,17
64,2,0,0,66.45,0,0,8,17
57,2,0,0,66.45,0,0,8,17
49,2,0,0,65.73,0,0,8,18
65,2,0,0,65.73,0,0,8,18
61,2,0,0,65.73,0,0,8,18
54,2,0,0,65.73,0,0,8,18
54,2,0,0,65.73,0,0,8,18
55,2,0,0,64.64,0,0,8,19
45,2,0,0,64.64,0,0,8,19
58,2,0,0,64.64,0,0,8,19
63,2,0,0,64.64,0,0,8,19
58,2,0,0,64.64,0,0,8,19
48,2,0,0,64.73,0,0,8,20
44,2,0,0,64.73,0,0,8,20
40,2,0,0,64.73,0,0,8,20
65,2,0,0,64.73,0,0,8,20
53,2,0,0,64.73,0,0,8,20
58,2,0,0,64.73,0,0,8,21
50,2,0,0,64.73,0,0,8,21
53,2,0,0,64.73,0,0,8,21
47,2,0,0,64.73,0,0,8,21
53,2,0,0,64.73,0,0,8,21
44,2,0,0,64.2,0,0,8,22
47,2,0,0,64.2,0,0,8,22
38,2,0,0,64.2,0,0,8,22
45,2,0,0,64.2,0,0,8,22
47,2,0,0,64.2,0,0,8,22
37,2,0,0,64.49,0,0,8,23
27,2,0,0,64.49,0,0,8,23
25,2,0,0,64.49,0,0,8,23
31,2,0,0,64.49,0,0,8,23
28,2,0,0,64.49,0,0,8,23
21,3,0,0,64.28,0,0,8,0
12,3,0,0,64.28,0,0,8,0
12,3,0,0,64.28,0,0,8,0
7,3,0,0,64.28,0,0,8,0
7,3,0,0,64.28,0,0,8,0
6,3,0,0,63.76,0,0,8,1
0,3,0,0,62,0,0,8,5
1,3,0,0,62,0,0,8,5
1,3,0,0,62,0,0,8,5
5,3,0,0,62,0,0,8,5
6,3,0,0,62,0,0,8,6
10,3,0,0,62,0,0,8,6
9,3,0,0,62,0,0,8,6
11,3,0,0,62,0,0,8,6
13,3,0,0,62,0,0,8,6
15,3,0,0,61.76,0,0,8,7
23,3,0,0,61.76,0,0,8,7
29,3,0,0,61.76,0,0,8,7
28,3,0,0,61.76,0,0,8,7
32,3,0,0,61.76,0,0,8,7
36,3,0,0,61.2,0,0,8,8
38,3,0,0,61.2,0,0,8,8
32,3,0,0,61.2,0,0,8,8
24,3,0,0,61.2,0,0,8,8
33,3,0,0,61.2,0,0,8,8
25,3,0,0,61.73,0,0,8,9
20,3,0,0,61.73,0,0,8,9
21,3,0,0,61.73,0,0,8,9
17,3,0,0,61.73,0,0,8,9
23,3,0,0,61.73,0,0,8,9
28,3,0,0,61.76,0,0,8,10
39,3,0,0,61.76,0,0,8,10
30,3,0,0,61.76,0,0,8,10
36,3,0,0,61.76,0,0,8,10
32,3,0,0,61.76,0,0,8,10
24,3,0,0,62.2,0,0,8,11
36,3,0,0,62.2,0,0,8,11
34,3,0,0,62.2,0,0,8,11
35,3,0,0,62.2,0,0,8,11
30,3,0,0,62.2,0,0,8,11
32,3,0,0,62.18,0,0,8,12
29,3,0,0,62.18,0,0,8,12
28,3,0,0,62.18,0,0,8,12
34,3,0,0,62.18,0,0,8,12
30,3,0,0,62.18,0,0,8,12
33,3,0,0,62.93,0,0,8,13
36,3,0,0,62.93,0,0,8,13
30,3,0,0,62.93,0,0,8,13
38,3,0,0,62.93,0,0,8,13
33,3,0,0,62.93,0,0,8,13
46,3,0,0,64.14,0,0,8,14
30,3,0,0,64.14,0,0,8,14
30,3,0,0,64.14,0,0,8,14
27,3,0,0,64.14,0,0,8,14
33,3,0,0,64.14,0,0,8,14
43,3,0,0,64.93,0,0,8,15
31,3,0,0,64.93,0,0,8,15
47,3,0,0,64.93,0,0,8,15
49,3,0,0,64.93,0,0,8,15
56,3,0,0,64.93,0,0,8,15
41,3,0,0,64.18,0,0,8,16
38,3,0,0,64.18,0,0,8,16
44,3,0,0,64.18,0,0,8,16
48,3,0,0,64.18,0,0,8,16
55,3,0,0,64.18,0,0,8,16
55,3,0,0,63.73,0,0,8,17
53,3,0,0,63.73,0,0,8,17
61,3,0,0,63.73,0,0,8,17
57,3,0,0,63.73,0,0,8,17
55,3,0,0,63.73,0,0,8,17
54,3,0,0,63.2,0,0,8,18
44,3,0,0,63.2,0,0,8,18
57,3,0,0,63.2,0,0,8,18
54,3,0,0,63.2,0,0,8,18
62,3,0,0,63.2,0,0,8,18
57,3,0,0,63,0,0,8,19
39,3,0,0,63,0,0,8,19
44,3,0,0,63,0,0,8,19
45,3,0,0,63,0,0,8,19
57,3,0,0,63,0,0,8,19
53,3,0,0,62.73,0,0,8,20
38,3,0,0,62.73,0,0,8,20
32,3,0,0,62.73,0,0,8,20
42,3,0,0,62.73,0,0,8,20
34,3,0,0,62.73,0,0,8,20
41,3,0,0,62,0,0,8,21
37,3,0,0,62,0,0,8,21
41,3,0,0,62,0,0,8,21
43,3,0,0,62,0,0,8,21
33,3,0,0,62,0,0,8,21
32,3,0,0,62,0,0,8,22
39,3,0,0,62,0,0,8,22
33,3,0,0,62,0,0,8,22
25,3,0,0,62,0,0,8,22
27,3,0,0,62,0,0,8,22
31,3,0,0,61,0,0,8,23
26,3,0,0,61,0,0,8,23
29,3,0,0,61,0,0,8,23
29,3,0,0,61,0,0,8,23
21,3,0,0,61,0,0,8,23
22,4,0,0,61.24,0,0,8,0
22,4,0,0,61.24,0,0,8,0
16,4,0,0,61.24,0,0,8,0
11,4,0,0,61.24,0,0,8,0
1,4,0,0,61,0,0,8,5
2,4,0,0,61,0,0,8,5
2,4,0,0,61,0,0,8,5
2,4,0,0,61,0,0,8,5
5,4,0,0,61.73,0,0,8,6
13,4,0,0,61.73,0,0,8,6
14,4,0,0,61.73,0,0,8,6
11,4,0,0,61.73,0,0,8,6
16,4,0,0,61.73,0,0,8,6
20,4,0,0,61.49,0,0,8,7
26,4,0,0,61.49,0,0,8,7
21,4,0,0,61.49,0,0,8,7
24,4,0,0,61.49,0,0,8,7
20,4,0,0,61.49,0,0,8,7
30,4,0,0,61.96,0,0,8,8
34,4,0,0,61.96,0,0,8,8
39,4,0,0,61.96,0,0,8,8
36,4,0,0,61.96,0,0,8,8
36,4,0,0,61.96,0,0,8,8
30,4,0,0,61.51,0,0,8,9
30,4,0,0,61.51,0,0,8,9
24,4,0,0,61.51,0,0,8,9
35,4,0,0,61.51,0,0,8,9
36,4,0,0,61.51,0,0,8,9
42,4,0,0,61.96,0,0,8,10
41,4,0,0,61.96,0,0,8,10
33,4,0,0,61.96,0,0,8,10
58,4,0,0,61.96,0,0,8,10
47,4,0,0,61.96,0,0,8,10
44,4,0,0,62.23,0,0,8,11
35,4,0,0,62.23,0,0,8,11
37,4,0,0,62.23,0,0,8,11
32,4,0,0,62.23,0,0,8,11
31,4,0,0,62.23,0,0,8,11
37,4,0,0,62.44,0,0,8,12
35,4,0,0,62.44,0,0,8,12
34,4,0,0,62.44,0,0,8,12
40,4,0,0,62.44,0,0,8,12
42,4,0,0,62.44,0,0,8,12
51,4,0,0,62.44,0,0,8,13
39,4,0,0,62.44,0,0,8,13
44,4,0,0,62.44,0,0,8,13
39,4,0,0,62.44,0,0,8,13
35,4,0,0,62.44,0,0,8,13
43,4,0,0,63.68,0,0,8,14
47,4,0,0,63.68,0,0,8,14
40,4,0,0,63.68,0,0,8,14
41,4,0,0,63.68,0,0,8,14
44,4,0,0,63.68,0,0,8,14
46,4,0,0,63.76,0,0,8,15
48,4,0,0,63.76,0,0,8,15
40,4,0,0,63.76,0,0,8,15
43,4,0,0,63.76,0,0,8,15
46,4,0,0,63.76,0,0,8,15
41,4,0,0,63.47,0,0,8,16
49,4,0,0,63.47,0,0,8,16
46,4,0,0,63.47,0,0,8,16
48,4,0,0,63.47,0,0,8,16
43,4,0,0,63.47,0,0,8,16
46,4,0,0,62.72,0,0,8,17
53,4,0,0,62.72,0,0,8,17
58,4,0,0,62.72,0,0,8,17
68,4,0,0,62.72,0,0,8,17
59,4,0,0,62.72,0,0,8,17
